ARMA_MAT_TXT_FN008
400 2
   7.637080139312e+00   1.469643746448e+01
   6.405901408943e+00   3.869894107082e+01
   3.984980110072e+00   1.559862496664e+01
   5.560709981043e+00   4.035227516858e+00
   8.852651393438e+00   2.339123074272e+01
   6.511969513498e+00   1.911201690224e+01
   6.671613364793e+00   3.625503808217e+01
   9.805822078979e+00   7.608167437299e+01
   6.451681408310e+00   2.028485074990e+01
   3.409429468871e+00   7.078248819511e+00
   2.281083312016e+00   8.817859394827e-01
   8.167225061062e+00   1.360006427202e+01
   6.551601275127e+00   3.208847729191e+01
   2.762631062773e+00   3.635159824803e+00
   1.540272031697e+00   2.882846781524e-01
   7.352036725428e+00   1.554585144201e+01
   5.681244267934e+00   2.607281376573e+01
   4.672411160857e+00   1.320466890170e+01
   9.214380518167e+00   5.609795797677e+01
   6.093368840447e+00   2.422134026888e+01
   1.250101398327e+00   1.739563527419e-01
   4.542016892015e-01   1.762814901333e-01
   3.767790409628e+00   6.919926642302e+00
   5.253414621229e+00   1.471955973094e+01
   4.139538995987e+00   1.707052760932e+01
   3.231905546613e+00   1.040930964136e+01
   8.636521924583e+00   1.704464767833e+01
   4.023986474622e+00   9.914714825014e+00
   1.140678972537e+00   1.295736159207e+00
   1.391491429597e+00   1.709471080068e-01
   6.796457235141e+00   3.940280556734e+01
   8.056751013760e+00   5.180422993858e+01
   9.814288262191e+00   2.859736817834e+01
   8.742822650235e+00   7.476969302392e+01
   6.202824928892e-01   1.550704801809e-01
   5.087857989170e+00   2.390470205084e+01
   1.629223973318e+00   1.124670927619e+00
   2.367319549605e+00   1.203726915830e+00
   7.539670210117e+00   5.552386507199e+01
   9.237221441808e+00   7.838184631550e+01
   9.980772463596e+00   1.349994780847e+01
   6.842795655524e+00   3.215245373825e+01
   6.866582388462e+00   3.930532172138e+01
   6.650202878122e+00   3.160099288517e+01
   9.959772601705e+00   3.920940109794e+01
   3.898116854903e+00   4.023568418712e+00
   5.649980360479e+00   1.042541467796e+01
   9.219918571981e+00   8.117266179965e+01
   9.171439278485e+00   7.739973980073e+01
   4.379953497266e+00   3.269688047680e+00
   3.878428555968e+00   8.383698765182e+00
   4.748740161186e+00   6.689529039318e+00
   2.075889060309e+00   3.154414666811e+00
   9.467436615130e+00   6.342587262845e+01
   9.207190484371e+00   9.747448086648e-01
   5.250470817671e+00   6.982291909405e+00
   4.663032602828e+00   1.919765109241e+01
   1.588955722558e+00   2.244903147675e+00
